编号	是什么	为什么	出处	何时消除
D164	卡组编辑页上下比例失衡（卡阵区过大、下半区过小），且卡面**没有品质边框**	用户第 4 条：「编辑区域上部分太大了，下部分又太小了，而且卡还没有品质边框」	用户原话	✅ 已消除：① 比例按基线图 07 重标定（行距 221.4→46，卡池可见行数 1.16→2.6 行）；② 品质边框落地（原版件 ui_out 532 + 量自基线图 07 的四档 tint），并修掉真 bug「CrUiStyle.Dress 的异步到货回调把按稀有度设的 tint 覆盖成白」；实测同帧三档颜色互不相同。⚠️ 稀有/史诗的**专属帧**未导出 ⇒ 当前同帧染色（如实登记）。
D165	卡组里的卡**必须按在窄区域**才能起拖（用户要求点住卡上任意位置都能拖）	用户第 5 条：「为什么必须要点住卡拖动，为什么不是点击任意区域拖动」	用户原话	✅ 已消除（卡组页侧）：卡面内 5×5 采样共 480 点全部可起拖 —— `DRAGPATH-SUMMARY grid=5x5 checked=480 ok=480 blocked=0 verdict=PASS`。⚠️ 对局**手牌**侧未做同口径探针（手牌拖动走 HudPanel 指针轮询，命中区 = 整格 136×171）。
D166	**索敌不优先打射程内敌人**：敌方骑士与我方巨人擦身而过、不打巨人，走到底去打塔	用户第 6 条：「怪物索敌不对啊，不是优先索敌能打的吗？」	用户原话	✅ 已消除：根因 = `keepTarget` 用 `withinSight` 判定「旧目标还在视野内就不换」，骑士锁塔后一路不转火；改为每 tick 重取视野内**最近**合法目标（保留已付前摇的滞回）。断言 `TestTargetSwitchToNearerUnitInTransit`：改前 `giant hp 4940/4940、knight 仍打塔` FAIL → 改后 `4940→4536` 且塔未掉血 PASS。
D167	**放卡卡顿**：出一张卡卡一下、单位出场也卡一下	用户第 7 条：「放一张卡就卡一下，出现时候也卡一下」	用户原话	⚠️ 部分消除：服务端已用逐 tick 计时**排除**（单 tick max 1.07 ms、出牌 max 1.52 ms，一帧预算 50 ms）；客户端预热已落地（`WarmBattleSprites()` 在 `Events.Battle.Started` 预热双方卡组+手牌+9 个特效目录：命中 30 / 取不到 0 / 7577 帧；冷热对比 `cold 11.541ms` vs `warm 0.014ms`）。⛔ 未做「关预热再跑一遍」的 A/B；逐帧通道被探针自身 eval（≈300ms/次）污染；卡组页 `RefreshCells` 那 60 次主线程裁剪**归因不成立**（fx-hud 2026-09-26 实测：加 `[Deck] PERF` 判据行后 —— **126 张裁剪合计 0.32 ms**（≈2.5 µs/张）且发生在 `LoadAsset` 的**异步回调**里（**不在** `RefreshCells` 栈内）；`RefreshCells` 自身 3 次合计 15.43 ms（最大单次 11.19 ms = 60 格 UI 写入），`ArtCache` 已按帧号缓存、`RefreshCells` 已只在数据变化时调用 ⇒ **无可优化项**，⛔ 未做优化）。保留两条原残余：未做「关预热再跑一遍」的 A/B；逐帧通道被探针自身 eval（≈300ms/次）污染。
D168	放卡**没有进度条、也没有落下的虚影**（拖动到场上未落位时应有虚影）	用户第 8 条：「放卡到战场里没进度条（那个绿色的转圈的条和卡牌准备落下的虚影）…现在就是一个 icon」	用户原话	✅ 已消除：① 跟手卡恢复全尺寸（`GhostH=CardH`，原 136×85.5）；② 落点新增半透明卡面虚影（`PlacementIndicator.SetDropCard` + `BattleViewRoot.ShowPlacement(cardArt)`）；③ 就位转圈读条（原版范围环 f221 旋转）。读数 + 图见 `.ai-tmp/test/fix-fx-report.md`。
D169	对局**手牌区尺寸不对**：手牌卡很小、且整排挤在左边	用户第 9 条：「放卡到战场里下面的手牌区域大小不对啊。卡都很小挤在最左边了」	用户原话	✅ 已消除：槽位几何本来就与原版逐项差 0（136×171 / 间距 7 / 距左 144…）；视觉来源是卡面被内缩 10px ⇒ 改为**卡框独立节点 + 卡面内缩 5px**，实测 `HandArt0 = 126×161` 与目标差值 0（卡框 136×171）。
D170	**创建房间后不能准备、也不能落座**	用户第 10 条：「创建房间不让我准备 ，也不让我落座」	用户原话	✅ 已消除：根因 = 服务端建房即推房间态、**比同一请求的回包早 3 ms**，而房号只在回包里 ⇒ 首条状态被当「非当前房间」丢弃且服务端不重推 ⇒ 房间态永远为空。修法 = 请求在途时先缓存、拿到房号后应用回来。三侧闭环 + 截图（座位「克洛弗 · 房主 · 我」、点准备 → 服务端 ready=true/false）。
D171	创建角色后**没有默认卡组**；点「人机对战」要求先去编队里保存一次才能打	用户第 11 条：「创建角色后没有默认卡组吗？…必须去编队里面点击保存才行吗？」	用户原话	✅ 已消除：新增 `deck.go::ensureDefaultDeck`，在创角（`onSetNickname`）与 `onAiBattleStart` 两处调用 ⇒ 新角色直接有人机对战卡组。断言 `TestNewCharacterGetsDefaultDeck` PASS（8 张、过 checkDeck、已有卡组不被覆盖）。
D172	单位**死亡特效统一成一个白色雪球**	用户第 12 条：「单位的死亡特效我看到的都是一个白色雪球」	用户原话	✅ 已消除：致死不再播 Hit（原版 Hit f050..056 就是一颗白球）；改为按阵营播原版死亡帧 —— `Effects/Death/{Blue,Purple,Ground}`（蓝方 Blue、红方 Purple、都跟一段 Ground）。⚠️ 残余：`death_particle`(50/66) 未接。
D173	点结算头像「再来一局」后，**我方的塔仍是死亡状态**	用户第 13 条：「我点击头像再来一局，我的塔还是死亡状态」	用户原话	✅ 已消除：根因两条（`TowerView._destroyed` 终态锁挡掉新局满血快照；快照时钟停在上局末尾 ⇒「时间戳没前进⇒整帧丢弃」把新局快照全丢）。修法 = 按 `room_id`+`seed` 判新局 ⇒ `Teardown()`+整场重建，`Build()` 一并把时钟那组归零。实测（投降→结算→再来一局）：第二局 `6 座塔 alive=True destroyed=False bodyOn=True rubbleOn=0`、`_snapshotCount` 214→57、快照 57→124、`timeWarned=False`。⚠️ 未做「先摧毁塔再复活」的注入式强测。
D174	放卡时每个单位身上带**绿点 + 雪球**；且缺「这张卡在准备中就位」的读条（转圈）	用户第 14 条：「每次放卡时候，每个单位都有一个绿点和一个雪球…应该是这张卡…用一个转圈的条」	用户原话	✅ 已消除：① 新增就位转圈读条（原版环 f221 旋转 1s）；② 「绿点」= 原版 `deploy_arrows`(f119)，原为**逐单位一枚** ⇒ 改为按一次出牌去重（同 card_id 0.5s 窗口只画一枚，新增 `DeployDupeSkipped` 计数）。⚠️ 残余：非致死命中仍是原版 Hit 白球（协议无「命中」事件，只能靠 hp 比对）。
D175	**塔没有攻击特效**（公主塔 / 国王塔都没有）；公主塔**也没有唤醒特效**	用户第 15 条：「塔没有攻击特效！！！！公主塔 国王塔都没有。公主塔也没有唤醒特效！！！」	用户原话	⚠️ 部分消除：① **塔攻击特效**：链路本来是通的，真根因 = 开火事件的 `entity_id` 是塔实体 id（从 0 起）而旧匹配只命中「Id 仍为初值 0」的那一座 ⇒ **6 座塔全用同一座炮口**（特效堆在一个点）。已改为「同队离事件坐标最近的塔」；注入两发得到 `(0,-12.03)` 与 `(0,+13.00)` 两个镜像炮口。② **国王塔唤醒** BLOCKED：`turret` clip 的 18 帧（frame_030..047）的 `idle/start/stop` 边界无任何解码器可给 ⇒ 挑帧就是猜，按「写不出出处不许进工程」不接。③ **公主塔唤醒：不加** —— 原版公主塔不惰性、服务端也只对国王塔发 `EvTowerActivated`（原版没有这段表现）。
D176	进图首帧 HUD 图元**未到货**（计时板 / 圣水条 / 圣水徽章 / 暂停键 / 手牌整排都画兜底色 = 纯色块）	冷路径 `Game.Res.LoadAsset<Sprite>` 的回调**恒晚 1 帧**（引擎 `ResourcesBackend.BeginLoad` = `Resources.LoadAsync`），而 `HudPanel.Build()` 在同一帧就把节点建出来	`.ai-tmp/test/fxhud-mech2.txt`（beginFrame=13610 → CALLBACK frame=13611、t 246.146→246.148，三条冷路径一致）；`.ai-tmp/test/fxhud-live.txt` step2（Build 帧 17 个带图元节点全 `sprite=NULL`）；图 `.ai-tmp/screenshots/fxhud/early.png`	⏸ 已判**不修**（窗口 = 1 帧 / 2 ms，收益不值）。⚠️ 「预热清单」这条路**实测无效**：`LoadAll<Sprite>(dir)` 之后同帧 `LoadAsset` 仍非 inline（只有缓存命中才 inline）⇒ 要修必须逐路径预热 82 条（`Sprites/Ui/{Bars 9,Buttons 21,Icons 29,Panels 16,Slots 7}/ui_out`）
D177	手牌**圣水不足时未灰化**（原版 18 图 4 张手牌全灰、我们全彩） ✅ **补充（ct-apply）**：手牌卡体 `frame_043` 的**全部放置项 `ctId` 全 `65535`（无颜色变换）** ⇒ 「我们 248 vs 原版 215」**不是 43 自己的颜色变换**能解释的；该差值只能来自 43 **之上**的一层（或量取口径），出处仍待重取。	原版 = 整张卡**去色且不压亮度**；我们的图元是原色，费用水滴还带 `Accent` 标定 tint（乘算改不了色相，乘灰仍是艳品红）	原版口径实测（18 图）：4 张灰化卡面 chroma ≤ 3（中性像素占比 ≥ 0.95）、平均亮度 122.5 ≈ 同 4 槽未灰化卡面素材 122（量法 `.ai-tmp/test/fxhud-grey.py`）；实现 = `HudPanel.GreySprite`（GPU Blit + ReadPixels 取 luma，带缓存）+ `RefreshHand` 按 `IsUnaffordable` 同步三件	✅ **已消除（实机两态已复核，2026-09-26）**：① 一局**进行中**注入（先过三条前置断言再截图：panel 在 / `_snapshot` 非空 / `elixir_a` 可写 / `PlayAgainButton` 不在屏）—— 同一槽同一卡 `id=26010003 cost=2`：圣水**不足**（1.0 单位）⇒ `HandArt0=Grey:frame_049_0`、`Hand0=Grey:Rounded:frame_043_0`、费用泡 `Grey:frame_099_0` + tint **白**；圣水**充足**（10.0）⇒ 三个都回原名 + tint **`Accent(0.98,0.78,0.25)`**。② 两张**同机位**图 **md5 不同**：`greyed2.png` `e7205db99be3314e1bb148237b3e4b8e` / `coloured2.png` `32a7c82ae7628827bef4247519512554`。③ 像素口径 = **回读运行时纹理**（⛔ 不靠截图差）：4 张 `Grey:frame_*_0` 的 **meanChroma = 0.0**、meanLuma **117.8 / 142.1** 与同 4 张素材原亮度**逐位相同** ⇒ **去色且不压亮度**，与原版 18 图口径一致。编译 `tools/probes/compile-check.ps1` = 0 error。⚠️ **残余**：① 屏捕对「换 sprite」**晚 1~2 帧**（故像素判据改用运行时回读）② **玩家真出牌把圣水耗下去**这条链路**未打通**（服务端不应用本驱动的 `PlayCardRequest`）⇒ 该链路未复核 ③ 卡体帧 `frame_043` 主色 248 vs 原版灰化读数 215 ⇒ 我们卡体偏亮 33/255，卡体帧颜色**出处待重取**（本片不改帧）。证据：`.ai-tmp/test/fxhudv-live.txt` / `fxhudgtex.txt` / `fxhud-grey-verify.py` / `fxhud-textfit-count.py`；报告 §6.5
D178	场地之外（屏上 rows0..140、屏下 rows1580..1614）没有任何美术，露出相机底色 (0.04,0.06,0.11)（本行 = 替换既有 `D178` 行的文本）	我方实测 rows0..140 均色 (21,26,35)、94% 像元暗，rows1580..1614 100% 暗。**★ art-sweep 按名穷举（离线，⛔ 未用 18/23 当找帧判据）：外圈件其实在盘上，本行「盘上无该图元」不成立** —— ① 我们工程用的是**训练场**，`原版资源/sc/arena_training_v215.sc` 的 23 个导出名里就有整套外圈分层件（帧号 = shape 在表里的序）：4 段围栏 `fence_right_front` f017(220×77) / `fence_left_back` f018(218×75) / `fence_left_front` f019(218×80) / `fence_right_back` f020(220×75)；两端崖壁 `training_cliffs_right` f004(367×419) / `training_cliffs_left` f005(371×458)；崖块 `cliff01..07` f016/f015/f014/f013/f012/f011/f010；树 `tree01/02/03` f008/f007/f009 + `tree_group01`；灌木 `bush01/02` f003/f002；石饰 `training_deco1/2` f000/f001（全部有帧号 + alpha bbox，见出处）。② 别的竞技场另有**场地两端整件**（正是「屏上/屏下」那两条带用的东西）：`bone_endstones_top` f023(421×167) / `bone_endstones_bottom` f024(483×184)、`royal_blue_endwall1/2` f035(246×306)、`royal_red_endwall1/2` f024(201×293)、`royal_*_wall_middle` f032(651×415)/f009(514×274)、`jungle_statue_01/02` f029/f028、`LegendaryArena_Statue1..4` f044/f043/f042/f041、`spiked_fence_left/right`、`champion_wall_01/02`、`goblin_woodwall1`、`builder_upgradefence1/2` f033/f032、`barbarian_fence1` f008。③ 像素特征（判「分层件」）：围栏是 209–212×70–74 的横条（宽高比≈2.9，木栅栏+两端立柱），件名已定层 `left/right × front/back` ⇒ 一段边一件、可重复铺；④ ⛔ 训练场**没有** `endwall`/`endstones` 这一类「两端整件」；⑤ ⛔ 铺设坐标无一手出处：这些件在 `.sc` 里全是**无父 root clip**（反查任何 clip 的 children 零命中）⇒ 屏幕绝对位置由运行期布局代码给（同 `策划/原版UI布局坐标.md` §5 F1）	`.ai-tmp/test/art-sweep/arena-exports.txt`（全部 `level_*_v215.sc` + `arena_training_v215.sc` 的「导出名 → clip → 帧号 + bbox」，按 fence/wall/statue/deco/cliff/tree/bush/stone/border/endwall 族筛）；帧尺寸 `.ai-tmp/test/art-sweep/bbox-all.tsv`；联络图 `art-sweep/d178-training-all.png`（arena_training 全部 23 帧）/ `d178-training.png` / `d178-f022.png`；工具 `.ai-tmp/test/art-sweep-arena-outer.py`	把本行从 BLOCKED 改成「有件待铺」：用 f017–f020 围栏 + f004/f005 两端崖壁 + f010–f016/f000–f009 按件名铺训练场外圈（坐标以场内整幅 `frame_022` 的 941×1676 边界为锚）；若要「屏上/屏下两端墙」效果，须换 `level_*` 竞技场那一套或补件；⚠️ 与 D179（场地取景内缩）一起改才不会被两侧新增黑边盖掉
D179	可见场地宽 ÷ 屏宽：原版 89.4%（965 px）vs 我们 100.1%（1081 px）⇒ 横向 px/格 53.64 vs 60.05（+11.9%）	`ArenaView.SetupCamera` 的 `halfW = 9` 格 = 18 格铺满画宽（`ArenaView.cs:1162`）；原版是场地内缩、两侧各留 ≈58 px 外框（同帧 x=55 / x=1024 各量到宽 11..13 px 的金框，恰在 tile 0/18）	定标 = 契约 D7 两车道中心在格 x 3.5/14.5（间距 11 格；`GameConst.BridgeCxATile/BridgeCxBTile`）；量法 `.ai-tmp/test/fx-arena-frame.py`、读数 `.ai-tmp/test/fx-arena-framing.txt`；参考图 `18_对局HUD_1080x1920.jpg`（k=1.0 同画布）	暂不消除（BLOCKED，需裁决）：改 `halfW` 9→10.07 会让横向 60→53.64 px/格、推翻「1 格 = 60 px」及塔/桥/单位的横向 px 读数，且缩下去只加宽 58 px 黑边、原版外框仍缺（= D178）⇒ 建议先补外圈素材再一起改（见报告 §7-2） 主 agent 裁决（现状不改）：本条以「场地铺满」为验收目标，按原版内缩到 89.4% 只会把两侧黑边从 0 加宽到 ≈58 px 而原版的金框/围栏仍缺（= D178）⇒ 先补外圈素材，再与取景一起改。
D180	**已落地**（逐单位贴图缩放）单位**贴图可见宽 < 打击范围**：`UnitView` 现在按 `spriteDir` 乘一个逐单位缩放（37 个 `chr_*_out`，`upp/10`，如 PEKKA ×1.3103 / Giant ×1.7672 / Musketeer ×1.3031 / Barbarian ×1.2891；Archer/Valkyrie/Princess/Skeleton/Witch ≈ ×0.99 保持不变）。⚠️ **建筑 `building_*_out` 不在表内（恒 1.0）** —— 建筑 `.sc` 一个文件混了主体/炮管/多等级变体/两队配色等不同导出分辨率的子图，`upp` 多峰且样本少（`tesla` min 1.94↔max 19.77、`tombstone` 2.96↔19.60、`basic_cannon` p25 9.18↔p75 13.08、`tower` n=214 中位 10.40↔p75 18.83），中位不可信 ⇒ 需先定「按 shape 子集挑主体件」的口径才能下表	**现象**：用户第 2 条「大皮卡可老远就打到我了」的观感来源 = 我方 PEKKA 贴图只画到 1.15 格宽（数据侧无缺陷，见 D141）。**机制**：`.sc` 的 `shape` 记录（tag `0x12`）同时给出「多边形外接框（.sc 单位）」与「同一多边形在图集上占的矩形（px）」，两者之比 `upp` = 该单位「1 图集 px = 多少 .sc 单位」；配 1000 `.sc` 单位 = 1 格 ⇒ 正确导入口径 `PPU = 1000 / upp`，本项目一律 `PPU = 100` ⇒ 应乘 `upp / 10`。⚠️ `0x0C` 的逐帧放置矩阵**不是**成因（复验：PEKKA/Musketeer/Barbarian 100% `65535`、Giant 只有 `0.6592` 的**收**缩）	`tools/probes/sc-placement.py`（解析器，正向对照 PASS：`matrix 89/185 = 0.5×` 等四项与 `ArenaView.cs` 塔层配方段逐字一致）+ `.ai-tmp/test/cr-scale-table.py`（出表）；落地 = `client/Assets/Scripts/View/UnitView.cs` 的 `UnitSpriteScale`（37 项与重生成表**逐字逐序 IDENTICAL**）；量取与复跑 = `.ai-tmp/test/ux-scale-report.md` + `ux-scale-{selftest,placements,clips-*,verify,table-rerun}.txt`	建筑侧口径定出后；或用户实机并排复核发现大单位仍偏小时
